Data Source1,F11,Latitude,Longitude
FAA,9947,39.987886667,-75.491035556
FAA,9946,41.247447222,-77.015272222
FAA,9945,41.1667475,-76.916353333
FAA,9944,41.258025,-75.808991667
FAA,9943,41.257641667,-75.866530556
FAA,9942,41.219803889,-75.881029722
FAA,9941,40.56975,-76.69595
FAA,9940,40.674283333,-75.5051
FAA,9939,41.030918056,-75.778526667
FAA,9938,40.608956111,-80.033029167
FAA,9937,40.329758333,-75.949786111
FAA,9936,40.197884722,-75.299065833
FAA,9935,39.822569444,-75.888116667
FAA,9934,39.987608333,-75.580209167
FAA,9933,39.970766667,-75.603413889
FAA,9932,41.72505,-77.287497222
FAA,9931,40.989527778,-75.751302778
FAA,9930,41.094166667,-76.859444444
FAA,9929,40.183166667,-80.246166667
FAA,9928,40.179237778,-80.217281389
FAA,9927,41.843948333,-79.154766944
FAA,9926,40.209166667,-75.081388889
FAA,9925,40.598676667,-79.581155833
FAA,9924,40.079831389,-75.3285175
FAA,9923,39.924830833,-75.696049444
FAA,9922,39.900909444,-79.744766389
FAA,9921,41.906166667,-79.846718333
FAA,9920,40.675127778,-78.250872222
FAA,9919,41.578409722,-75.9704775
FAA,9918,41.781994444,-76.806288889
FAA,9917,40.587372222,-76.543538889
FAA,9916,41.784838889,-76.449041667
FAA,9915,41.199916667,-75.441583333
FAA,9914,40.644508611,-78.30057
FAA,9913,41.863415,-75.540738056
FAA,9912,41.394523333,-75.734914444
FAA,9911,41.053622222,-75.348277778
FAA,9910,41.949786111,-75.588952778
FAA,9909,40.861751667,-76.777465278
FAA,9908,40.230645833,-76.836638889
FAA,9907,40.819377778,-77.842972222
FAA,9906,41.4261725,-78.578633889
FAA,9905,39.9042,-76.9142
FAA,9904,41.327186111,-77.736216667
FAA,9903,40.007044444,-79.077372222
FAA,9902,40.022222222,-79.083333333
FAA,9901,40.375105556,-74.991279444
FAA,9900,40.725833333,-75.576111111
FAA,9899,39.7875,-76.647222222
FAA,9898,41.231694444,-80.496608333
FAA,9897,40.805491667,-76.570080556
FAA,9896,40.786751944,-76.584959167
FAA,9895,41.362327778,-79.700722222
FAA,9894,41.399052778,-75.643122222
FAA,9893,41.400063889,-75.646475
FAA,9892,41.979438889,-76.520536111
FAA,9891,40.233055556,-75.583166667
FAA,9890,40.339663889,-78.389908333
FAA,9889,39.859279167,-75.319632222
FAA,9888,41.423694444,-78.731527778
FAA,9887,40.684302778,-77.126430556
FAA,9886,40.375113889,-75.979638889
FAA,9885,40.375092778,-75.938542222
FAA,9884,40.263888889,-75.922222222
FAA,9883,40.367592778,-75.932986111
FAA,9882,40.047053889,-75.357688056
FAA,9881,40.369268056,-75.397122222
FAA,9880,40.961175278,-79.000833333
FAA,9879,40.6903675,-76.192165278
FAA,9878,40.686200833,-76.210221944
FAA,9877,40.243513889,-75.611233333
FAA,9876,40.535736111,-77.379580556
FAA,9875,41.100277778,-75.580833333
FAA,9874,40.52595,-79.818683333
FAA,9873,40.463318889,-80.004636667
FAA,9872,40.495361111,-80.010666667
FAA,9871,40.460763889,-79.946675
FAA,9870,40.488619444,-79.895383333
FAA,9869,40.435752778,-79.984705556
FAA,9868,40.466569444,-79.952697222
FAA,9867,40.378425,-80.065363889
FAA,9866,40.454288889,-79.939661111
FAA,9865,40.442291111,-79.960051944
FAA,9864,40.466608333,-79.952669444
FAA,9863,40.573372222,-80.011891667
FAA,9862,40.383333333,-80.3
FAA,9861,40.456277778,-80.004152778
FAA,9860,40.442013333,-79.995330833
FAA,9859,40.123316667,-75.515763889
FAA,9858,40.007334444,-75.2154575
FAA,9857,39.949001667,-75.158510833
FAA,9856,40.005705556,-75.150144444
FAA,9855,39.996466667,-75.218205556
FAA,9854,40.006825,-75.124536111
FAA,9853,39.901544444,-75.161344444
FAA,9852,39.879279722,-75.228792778
FAA,9851,39.953445833,-75.149621389
FAA,9850,39.937335,-75.141287778
FAA,9849,39.959166667,-75.197777778
FAA,9848,40.035666944,-75.016281667
FAA,9847,39.954834722,-75.178233889
FAA,9846,39.930668333,-75.244070833
FAA,9845,39.988127778,-75.259611111
FAA,9844,39.949711111,-75.193058333
FAA,9843,40.111888889,-75.081333333
FAA,9842,39.957661111,-75.163766667
FAA,9841,39.990186111,-75.130358333
FAA,9840,39.958445833,-75.191290278
FAA,9839,39.948222222,-75.194138889
FAA,9838,39.919835,-75.196568333
FAA,9837,40.069663889,-74.982397222
FAA,9836,40.036525,-75.143138889
FAA,9835,40.009556667,-75.213790833
FAA,9834,40.333438611,-75.216285
FAA,9833,40.84704,-75.243790556
FAA,9832,40.043305556,-75.500138889
FAA,9831,40.651027778,-76.114111111
FAA,9830,41.459805556,-75.582972222
FAA,9829,39.885352778,-79.507538611
FAA,9828,40.388402222,-80.1581125
FAA,9827,40.216111111,-75.28
FAA,9826,40.216773611,-75.278786944
FAA,9825,40.140069444,-75.314866667
FAA,9824,40.1181625,-75.401296944
FAA,9823,39.987027778,-75.415944444
FAA,9822,39.997897222,-75.415180556
FAA,9821,40.227866389,-77.088589444
FAA,9820,41.012686111,-80.351711111
FAA,9819,40.990060833,-80.338675278
FAA,9818,40.739166667,-75.333888889
FAA,9817,40.726763889,-75.319901389
FAA,9816,40.796388889,-75.3575
FAA,9815,40.802873333,-75.339069444
FAA,9814,40.634788333,-79.744215278
FAA,9813,40.619133333,-79.73785
FAA,9812,40.466177778,-79.628108333
FAA,9811,41.210769444,-76.773341667
FAA,9810,40.9125,-75.083333333
FAA,9809,41.089166667,-75.315555556
FAA,9808,40.108405556,-79.548093889
FAA,9807,40.145349444,-79.550594167
FAA,9806,41.368969167,-75.6774125
FAA,9805,41.843419444,-75.842586111
FAA,9804,41.838091667,-75.837361111
FAA,9803,40.437275,-79.760683333
FAA,9802,40.438333333,-79.77
FAA,9801,40.427586111,-79.747233333
FAA,9800,40.182293333,-79.910048333
FAA,9799,40.689244444,-76.279605556
FAA,9798,40.693888889,-76.256111111
FAA,9797,41.274779167,-80.277286111
FAA,9796,39.913602778,-75.431719444
FAA,9795,40.150091111,-77.033033056
FAA,9794,40.2561,-77.056113889
FAA,9793,40.247491694,-77.0593265
FAA,9792,41.597316667,-80.170966667
FAA,9791,41.641165833,-80.1458925
FAA,9790,39.938055556,-78.0075
FAA,9789,39.866465,-79.950610278
FAA,9788,40.236227778,-78.305308333
FAA,9787,41.475008333,-79.126108333
FAA,9786,40.795519444,-76.177022222
FAA,9785,40.500096944,-75.566297222
FAA,9784,41.058421111,-75.499630833
FAA,9783,41.131944444,-77.470833333
FAA,9782,40.152316944,-76.305790278
FAA,9781,40.133027778,-76.310777778
FAA,9780,40.064827222,-75.611315556
FAA,9779,41.666721111,-80.416455833
FAA,9778,39.723777778,-75.881388889
FAA,9777,40.618063889,-77.566933333
FAA,9776,40.979251389,-76.885798333
FAA,9775,40.832586111,-75.727080556
FAA,9774,40.83775,-75.697216667
FAA,9773,41.373522222,-79.306608333
FAA,9772,40.315369722,-76.403016111
FAA,9771,40.320277778,-79.393611111
FAA,9770,41.264525556,-75.924919722
FAA,9769,40.318208333,-79.93405
FAA,9768,40.200106667,-75.299621389
FAA,9767,40.252388889,-75.270333333
FAA,9766,40.2022,-74.922938889
FAA,9765,40.202238889,-74.922713889
FAA,9764,40.037041944,-76.3377375
FAA,9763,40.064947222,-76.351902778
FAA,9762,40.047777778,-76.303530556
FAA,9761,40.042319444,-76.388294722
FAA,9760,41.858055556,-75.448888889
FAA,9759,40.325662222,-74.991279444
FAA,9758,40.511666667,-75.788888889
FAA,9757,40.816944444,-79.565555556
FAA,9756,40.814508333,-79.506155556
FAA,9755,40.808211111,-79.563513889
FAA,9754,40.089274167,-75.407966111
FAA,9753,39.857777778,-75.696388889
FAA,9752,40.622638889,-75.900833333
FAA,9751,41.67115,-78.8179
FAA,9750,40.305555556,-78.918055556
FAA,9749,41.455277778,-75.557777778
FAA,9748,40.311180278,-79.610319444
FAA,9747,40.630066111,-79.113645
FAA,9746,40.625066111,-79.149756944
FAA,9745,40.606738889,-79.156122222
FAA,9744,40.124276667,-75.034059167
FAA,9743,40.494275,-78.009141667
FAA,9742,40.2020525,-75.178229167
FAA,9741,40.403583333,-77.556583333
FAA,9740,41.589836111,-75.261944444
FAA,9739,41.560619444,-75.265575
FAA,9738,40.261916667,-76.684708333
FAA,9737,40.265108333,-76.675155556
FAA,9736,41.240056111,-80.464791389
FAA,9735,40.949666667,-75.964544444
FAA,9734,40.154388889,-75.075305556
FAA,9733,40.658333333,-78.706111111
FAA,9732,40.2167575,-76.783026111
FAA,9731,40.300088611,-76.858028333
FAA,9730,40.382733333,-76.772533333
FAA,9729,40.252258333,-76.920736111
FAA,9728,40.257777778,-76.881111111
FAA,9727,40.2584225,-76.879695556
FAA,9726,42.172,-79.942833333
FAA,9725,41.235502778,-75.934044444
FAA,9724,39.808041667,-76.982333333
FAA,9723,41.171447222,-80.084222222
FAA,9722,41.411721111,-80.372777778
FAA,9721,40.301180278,-79.555318056
FAA,9720,39.750093611,-77.699715556
FAA,9719,40.232227778,-75.436336111
FAA,9718,39.824647222,-77.235911111
FAA,9717,39.766763333,-77.270541111
FAA,9716,39.779263333,-77.251373889
FAA,9715,39.8495,-77.184166667
FAA,9714,39.784818611,-77.256651667
FAA,9713,40.608525,-75.394241667
FAA,9712,40.141776111,-75.188508611
FAA,9711,40.602561111,-75.643047222
FAA,9710,40.843194444,-75.205319444
FAA,9709,41.209741667,-80.468819444
FAA,9708,40.182716667,-74.868008333
FAA,9707,40.030661944,-75.63021
FAA,9706,40.022606944,-75.586040833
FAA,9705,40.025666667,-78.433663889
FAA,9704,39.8626125,-75.310465
FAA,9703,40.529268889,-75.099616389
FAA,9702,42.112066667,-80.080852778
FAA,9701,42.1325575,-80.086170278
FAA,9700,41.5135,-78.248430556
FAA,9699,40.833419167,-76.549678611
FAA,9698,40.868936111,-80.275616667
FAA,9697,39.966776667,-75.452420833
FAA,9696,40.986196111,-75.8343625
FAA,9695,40.749541944,-75.210176944
FAA,9694,39.949543333,-76.553298889
FAA,9693,40.8792625,-75.192678611
FAA,9692,40.447222222,-78.428888889
FAA,9691,41.114436111,-78.773983333
FAA,9690,40.308969444,-75.148430556
FAA,9689,40.286494444,-75.145169444
FAA,9688,40.391178889,-79.571153056
FAA,9687,40.967891,-76.605721
FAA,9686,40.972680556,-76.604872222
FAA,9685,40.081277778,-74.894222222
FAA,9684,40.683744444,-80.097116667
FAA,9683,41.770065556,-78.0108375
FAA,9682,41.771666667,-77.979722222
FAA,9681,40.508432778,-75.394069167
FAA,9680,40.069583333,-75.302361111
FAA,9679,40.024639444,-79.576177361
FAA,9678,40.158675,-75.463430556
FAA,9677,40.162882222,-75.465740278
FAA,9676,39.867222222,-75.933611111
FAA,9675,39.978027778,-75.882361111
FAA,9674,39.948888889,-75.746944444
FAA,9673,39.893333333,-75.818333333
FAA,9672,40.010152778,-75.784505556
FAA,9671,40.820936111,-75.914722222
FAA,9670,41.034005556,-78.450147222
FAA,9669,41.192547222,-79.398391667
FAA,9668,39.85685,-75.368872222
FAA,9667,39.883425,-77.649713333
FAA,9666,39.933022222,-77.645725
FAA,9665,40.257333333,-77.136469444
FAA,9664,40.183330556,-77.222808333
FAA,9663,40.200088333,-77.166369722
FAA,9662,41.571897222,-75.506036111
FAA,9661,40.238116667,-80.177416667
FAA,9660,40.24695,-80.191036111
FAA,9659,40.736166667,-80.039594444
FAA,9658,40.866935,-79.879895
FAA,9657,40.806388889,-75.321666667
FAA,9656,40.125943056,-75.078783056
FAA,9655,40.003685556,-79.875601667
FAA,9654,41.1564525,-79.0930925
FAA,9653,40.122332222,-74.8968325
FAA,9652,40.685,-79.456666667
FAA,9651,40.546206667,-75.662133889
FAA,9650,41.945,-78.672155556
FAA,9649,40.986197778,-76.429111389
FAA,9648,41.012030833,-76.405220833
FAA,9647,41.010041667,-76.45225
FAA,9646,40.499235,-79.8653275
FAA,9645,40.309259444,-75.826309722
FAA,9644,40.684264444,-75.334068333
FAA,9643,40.645931667,-75.332956944
FAA,9642,40.612598611,-75.346845833
FAA,9641,40.059019444,-75.461388889
FAA,9640,41.066861111,-76.180805556
FAA,9639,41.070427778,-76.230683333
FAA,9638,40.070833333,-74.933611111
FAA,9637,40.611454722,-78.325569722
FAA,9636,40.711338889,-80.321894444
FAA,9635,40.769386111,-76.331391667
FAA,9634,40.521666667,-78.398333333
FAA,9633,40.636208056,-75.4846275
FAA,9632,40.561208056,-75.523517778
FAA,9631,40.633055556,-75.458611111
FAA,9630,40.565096667,-75.557963333
FAA,9629,40.9,-75.866666667
FAA,9628,40.604263056,-75.56213
FAA,9627,40.601055556,-75.475083333
FAA,9626,40.310346944,-79.6550425
FAA,9625,40.119238889,-75.119872222
FAA,9624,42.429166667,-122.875555556
FAA,9623,45.342777778,-122.696666667
FAA,9622,45.336509167,-122.664814722
FAA,9621,46.116494444,-123.931531944
FAA,9620,45.931935278,-119.296680556
FAA,9619,45.377958333,-122.739766667
FAA,9618,45.457302778,-123.855008333
FAA,9617,45.445118056,-122.773708611
FAA,9616,45.587238889,-121.163822222
FAA,9615,44.805805556,-122.784430556
FAA,9614,44.046792222,-122.951748889
FAA,9613,44.081283333,-123.026458333
FAA,9612,44.053625,-123.003591667
FAA,9611,45.841496389,-123.926803611
FAA,9610,44.639411111,-122.826644444
FAA,9609,44.932611111,-123.033888889
FAA,9608,44.868175833,-123.022595
FAA,9607,44.999563889,-122.977039444
FAA,9606,44.91012,-123.002595
FAA,9605,44.860120278,-123.038428333
FAA,9604,43.242880556,-123.366641667
FAA,9603,43.694119444,-124.136838889
FAA,9602,44.321666667,-121.193333333
FAA,9601,44.310602778,-120.844775
FAA,9600,44.279846944,-120.90169
FAA,9599,44.3125,-121.006944444
FAA,9598,45.5170625,-122.673706944
FAA,9597,45.532777778,-122.666111111
FAA,9596,45.528013889,-122.612091667
FAA,9595,45.525277778,-122.670928889
FAA,9594,45.512936111,-122.555966667
FAA,9593,45.495951944,-122.647872778
FAA,9592,45.499163889,-122.685166667
FAA,9591,45.527062778,-122.643984167
FAA,9590,45.588728611,-122.653985278
FAA,9589,45.543477778,-122.670866667
FAA,9588,45.642630278,-118.808875278
FAA,9587,44.974527778,-116.858372222
FAA,9586,45.356072222,-122.586002778
FAA,9585,44.025561111,-116.975811111
FAA,9584,43.408723333,-124.218168333
FAA,9583,44.628505556,-124.060477778
FAA,9582,45.308388889,-122.936919444
FAA,9581,45.355395278,-122.946211944
FAA,9580,43.023333333,-123.280555556
FAA,9579,45.141232778,-122.6214775
FAA,9578,44.6165075,-121.267824722
FAA,9577,42.133172778,-123.451171944
FAA,9576,42.317983333,-122.831727778
FAA,9575,42.338833333,-122.862763889
FAA,9574,45.198994444,-123.166333333
FAA,9573,44.638538889,-121.120269444
FAA,9572,44.9863,-123.994058333
FAA,9571,44.551486111,-122.907719444
FAA,9570,42.180602778,-120.351172222
FAA,9569,45.319705556,-118.105419444
FAA,9568,42.252777778,-121.786191667
FAA,9567,45.702702778,-121.529591667
FAA,9566,45.123861111,-116.741805556
FAA,9565,45.519713889,-122.979788889
FAA,9564,45.847197222,-119.309361111
FAA,9563,45.515891667,-122.406447222
FAA,9562,42.440116667,-123.280055556
FAA,9561,45.531416667,-123.084527778
FAA,9560,45.530833333,-123.085555556
FAA,9559,43.974783333,-124.094066667
FAA,9558,44.046038889,-123.081769444
FAA,9557,44.1265125,-123.223425556
FAA,9556,44.058341667,-123.118861111
FAA,9555,44.059538889,-123.118847222
FAA,9554,42.359299167,-122.511139444
FAA,9553,45.215163889,-122.865158333
FAA,9552,43.098449444,-123.428405278
FAA,9551,43.526794444,-121.947908333
FAA,9550,44.604441667,-123.251866667
FAA,9549,43.382966667,-124.232116667
FAA,9548,45.413976389,-122.558428611
FAA,9547,42.429861111,-122.906611111
FAA,9546,42.405305556,-122.948055556
FAA,9545,44.846402778,-116.898730556
FAA,9544,42.067055833,-124.295649167
FAA,9543,45.694533333,-119.808755556
FAA,9542,44.068369444,-121.267527778
FAA,9541,44.146777778,-121.370861111
FAA,9540,45.510930556,-122.773986111
FAA,9539,45.530394444,-122.883156667
FAA,9538,45.603888889,-123.078611111
FAA,9537,44.494444444,-117.7475
FAA,9536,44.794788889,-117.846088889
FAA,9535,45.243708333,-122.764405556
FAA,9534,45.258666667,-122.766388889
FAA,9533,46.151858333,-123.793958333
FAA,9532,46.188269444,-123.819730556
FAA,9531,42.205410556,-122.633641111
FAA,9530,45.774298333,-118.559417222
FAA,9529,35.233421667,-96.2386175
FAA,9528,35.539863889,-98.662363889
FAA,9527,35.961755556,-95.3914
FAA,9526,36.653438889,-95.156666667
FAA,9525,36.142315833,-95.958606111
FAA,9524,36.074269444,-95.887216667
FAA,9523,36.134260278,-95.966384167
FAA,9522,36.074888889,-95.918688889
FAA,9521,36.149536944,-95.997219444
FAA,9520,36.161111111,-95.993333333
FAA,9519,36.146058333,-95.967425
FAA,9518,36.042873333,-95.953327222
FAA,9517,36.116203056,-96.026109167
FAA,9516,34.756702778,-95.083588889
FAA,9515,34.403608333,-96.758944444
FAA,9514,35.748472222,-96.683763889
FAA,9513,35.809675,-94.643580556
FAA,9512,36.114933333,-97.075922222
FAA,9511,36.267394444,-99.883405556
FAA,9510,35.244861111,-96.697758333
FAA,9509,35.313619444,-99.626191667
FAA,9508,35.993158333,-96.099575
FAA,9507,35.455,-94.817222222
FAA,9506,35.0281,-97.365308333
FAA,9505,36.296483056,-95.305801944
FAA,9504,36.308794444,-95.304025
FAA,9503,36.2883,-97.300269444
FAA,9502,36.33075,-96.799605556
FAA,9501,36.673855556,-96.325288889
FAA,9500,34.691748611,-97.211411111
FAA,9499,35.464780833,-97.604206944
FAA,9498,35.478033333,-97.523522222
FAA,9497,35.481202778,-97.502725
FAA,9496,35.481822222,-97.497769444
FAA,9495,35.50006,-97.466982222
FAA,9494,35.450615833,-97.535038611
FAA,9493,35.606097222,-97.599694444
FAA,9492,35.54728,-97.495594722
FAA,9491,35.466723333,-97.716987222
FAA,9490,35.423436111,-97.533177778
FAA,9489,35.531005556,-97.578019444
FAA,9488,35.494503611,-97.521150278
FAA,9487,35.408444444,-97.3695
FAA,9486,35.564224167,-97.488094722
FAA,9485,35.422777778,-96.275833333
FAA,9484,35.231058333,-97.439825
FAA,9483,35.766944444,-95.401388889
FAA,9482,35.751841667,-95.406313889
FAA,9481,35.782477778,-95.35565
FAA,9480,35.466333333,-97.394430556
FAA,9479,36.871977778,-94.881136111
FAA,9478,34.935602778,-95.749986111
FAA,9477,36.121944444,-95.138055556
FAA,9476,36.105096944,-95.23524
FAA,9475,34.858683889,-97.627810556
FAA,9474,35.026394444,-97.231627778
FAA,9473,36.857102778,-95.472944444
FAA,9472,34.609352778,-98.435472222
FAA,9471,35.809741667,-97.945483333
FAA,9470,36.558413333,-94.966904722
FAA,9469,36.435036111,-94.778663889
FAA,9468,36.422383333,-94.804155556
FAA,9467,33.883691667,-94.810702778
FAA,9466,35.088783333,-96.379322222
FAA,9465,35.438694444,-96.015825
FAA,9464,36.5811,-94.759747222
FAA,9463,36.544577778,-94.830194444
FAA,9462,36.566713889,-96.716976944
FAA,9461,35.311,-95.591097222
FAA,9460,36.392777778,-97.947777778
FAA,9459,35.655,-97.46075
FAA,9458,34.006683333,-96.392791667
FAA,9457,34.521266667,-97.975369444
FAA,9456,36.486472222,-94.990794444
FAA,9455,36.466747778,-94.900234167
FAA,9454,36.501288889,-94.967911111
FAA,9453,35.923952778,-96.784191389
FAA,9452,35.978175,-96.757452778
FAA,9451,35.302272222,-98.988594444
FAA,9450,36.354472222,-95.840469444
FAA,9449,35.514791667,-98.998744444
FAA,9448,36.309333333,-96.482166667
FAA,9447,36.323325,-95.605122222
FAA,9446,35.608972222,-99.671330556
FAA,9445,35.717144444,-96.890116667
FAA,9444,36.230830556,-95.739672222
FAA,9443,35.107922222,-98.605111111
FAA,9442,35.833038889,-96.401619444
FAA,9441,35.673708333,-95.205516944
FAA,9440,36.752511111,-95.939288889
FAA,9439,34.957466667,-96.338358333
FAA,9438,34.392111111,-96.15225
FAA,9437,34.189444444,-97.141944444
FAA,9436,34.777330556,-96.633575
FAA,9435,34.730033333,-96.643508333
FAA,9434,40.605805556,-81.415
FAA,9433,39.971736111,-81.895132778
FAA,9432,39.973833333,-82.015333333
FAA,9431,41.114580556,-80.659055556
FAA,9430,41.099224722,-80.650352778
FAA,9429,39.699601,-83.926744472
FAA,9428,39.765350278,-81.135107222
FAA,9427,40.3808175,-80.705356111
FAA,9426,39.454783611,-83.781313611
FAA,9425,39.443186111,-83.840580556
FAA,9424,40.113686111,-82.943802778
FAA,9423,39.358293111,-84.369061389
FAA,9422,39.125071944,-82.538215556
FAA,9421,41.537958333,-84.132033333
FAA,9420,39.547755556,-83.427958333
FAA,9419,41.567828611,-83.527987778
FAA,9418,41.027769444,-81.7506
FAA,9417,41.389213889,-82.450167222
FAA,9416,41.402222222,-82.366666667
FAA,9415,40.108352778,-83.729144444
FAA,9414,40.841538889,-83.280269444
FAA,9413,41.301247,-81.436882
FAA,9412,40.085817917,-84.228873556
FAA,9411,40.0481175,-83.227136667
FAA,9410,41.620086111,-83.617955556
FAA,9409,41.673377778,-83.595055556
FAA,9408,41.667305556,-83.541344444
FAA,9407,41.654215833,-83.531322222
FAA,9406,41.639772222,-83.593268056
FAA,9405,41.670605,-83.567156667
FAA,9404,41.655883611,-83.646602778
FAA,9403,39.988943889,-84.1874425
FAA,9402,39.559785278,-82.775171389
FAA,9401,41.708416667,-83.692333333
FAA,9400,40.366680556,-80.658622222
FAA,9399,40.544662944,-84.372384167
FAA,9398,39.928752333,-83.817517278
FAA,9397,39.940830556,-83.809255556
FAA,9396,40.297549444,-84.163415556
FAA,9395,39.285891111,-84.430219722
FAA,9394,41.086443056,-81.729295833
FAA,9393,38.933869444,-83.583391667
FAA,9392,41.446912222,-82.71117
FAA,9391,39.997285833,-83.085186389
FAA,9390,40.900544444,-80.833405556
FAA,9389,40.982280556,-80.957867222
FAA,9388,41.177391667,-81.250077778
FAA,9387,41.166445278,-81.258436667
FAA,9386,40.1625,-83.054166667
FAA,9385,38.754525,-82.979494444
FAA,9384,38.739533333,-82.987866667
FAA,9383,41.506047222,-82.930630556
FAA,9382,41.545051667,-83.644379444
FAA,9381,41.564773333,-83.609934444
FAA,9380,41.476441944,-81.465951667
FAA,9379,41.382263889,-81.731938889
FAA,9378,41.412273056,-81.7720775
FAA,9377,41.706711111,-81.274825278
FAA,9376,39.512583333,-84.741933333
FAA,9375,39.582829444,-84.7627325
FAA,9374,40.831994444,-81.761805556
FAA,9373,41.632447222,-83.482905556
FAA,9372,40.771416667,-82.594916667
FAA,9371,41.26,-82.205
FAA,9370,38.895908889,-82.577106111
FAA,9369,41.447274722,-81.275660556
FAA,9368,41.249914167,-82.66518
FAA,9367,41.223684861,-82.603417472
FAA,9366,41.316297222,-81.568855556
FAA,9365,41.403381111,-81.908193889
FAA,9364,40.810334167,-81.629291944
FAA,9363,41.501718056,-81.259270556
FAA,9362,40.0483,-82.451938889
FAA,9361,41.411977778,-84.087580556
FAA,9360,40.398805556,-82.448972222
FAA,9359,39.045998083,-83.940905444
FAA,9358,39.333671111,-84.138823611
FAA,9357,41.440886667,-81.443171389
FAA,9356,39.2532,-84.341911111
FAA,9355,39.492222222,-84.319166667
FAA,9354,39.497472222,-84.313916667
FAA,9353,41.461720556,-81.085375
FAA,9352,41.450183333,-81.0508
FAA,9351,41.370841667,-81.834302778
FAA,9350,39.637908333,-84.247494444
FAA,9349,41.135277778,-81.822777778
FAA,9348,41.137013889,-81.836719444
FAA,9347,41.519066667,-81.4357
FAA,9346,41.5561,-83.682086111
FAA,9345,41.600606944,-83.689658611
FAA,9344,40.818668333,-81.523731111
FAA,9343,40.804616667,-81.516597222
FAA,9342,39.386033333,-84.321341667
FAA,9341,40.229730556,-83.367633333
FAA,9340,40.280888889,-83.504091667
FAA,9339,40.57185,-83.130052778
FAA,9338,39.440351667,-81.442621111
FAA,9337,39.432097222,-81.464122222
FAA,9336,40.753211111,-82.528305556
FAA,9335,40.77339,-82.601839444
FAA,9334,40.804778333,-82.511280278
FAA,9333,40.757001111,-82.550170556
FAA,9332,40.773112222,-82.562671111
FAA,9331,41.816994722,-81.068986667
FAA,9330,39.283391667,-84.297715833
FAA,9329,39.893258333,-83.452480556
FAA,9328,41.035625,-82.0149
FAA,9327,40.740552778,-84.118302778
FAA,9326,40.771162222,-84.106058611
FAA,9325,40.735677778,-84.086891667
FAA,9324,39.430614444,-84.283271944
FAA,9323,39.718166667,-82.577805556
FAA,9322,39.695383333,-84.192277778
FAA,9321,40.645855556,-83.595997222
FAA,9320,39.610441667,-83.584972222
FAA,9319,39.655569444,-83.750777778
FAA,9318,39.188948333,-84.329938611
FAA,9317,39.202559167,-84.307438056
FAA,9316,41.409722222,-82.596666667
FAA,9315,41.243389167,-81.415110278
FAA,9314,39.221175,-83.610753611
FAA,9313,39.180747222,-83.783663889
FAA,9312,39.954508056,-82.527380556
FAA,9311,39.375444444,-84.360805556
FAA,9310,39.416369444,-84.573161111
FAA,9309,39.530348056,-82.033337222
FAA,9308,38.859101861,-83.895883139
FAA,9307,41.420308333,-81.599544444
FAA,9306,38.845822222,-82.238766667
FAA,9305,40.750947222,-82.723905556
FAA,9304,40.730269444,-82.802002778
FAA,9303,41.339708333,-83.134777778
FAA,9302,40.491171944,-82.560722222
FAA,9301,41.163269444,-83.4242
FAA,9300,41.17922,-83.415203611
FAA,9299,39.279223611,-84.5646675
FAA,9298,41.017777778,-83.651388889
FAA,9297,39.311776528,-84.518149667
FAA,9296,39.343390278,-84.536611944
FAA,9295,39.862558611,-84.041602222
FAA,9294,41.366716667,-82.097577778
FAA,9293,39.766841667,-84.645980556
FAA,9292,40.622033333,-80.585655556
FAA,9291,40.735892778,-81.246775
FAA,9290,40.096451389,-83.135188889
FAA,9289,40.515530556,-81.456883333
FAA,9288,40.402566667,-81.337336111
FAA,9287,40.306061111,-83.090608333
FAA,9286,41.298202778,-84.377347222
FAA,9285,39.800058611,-84.120771111
FAA,9284,39.744918944,-84.187261278
FAA,9283,39.757555556,-84.188394444
FAA,9282,39.774503056,-84.168272778
FAA,9281,41.166166944,-81.4934475
FAA,9280,41.145833333,-81.518611111
FAA,9279,41.1783,-81.526805556
FAA,9278,40.792830556,-82.739338889
FAA,9277,40.270963889,-81.848558333
FAA,9276,40.928107222,-84.057722778
FAA,9275,39.970341944,-82.962403611
FAA,9274,39.995155556,-83.018280556
FAA,9273,40.031305556,-83.036138889
FAA,9272,40.050062778,-83.127132778
FAA,9271,39.995372222,-83.020736111
FAA,9270,39.962564167,-82.999349722
FAA,9269,39.952713889,-82.980055556
FAA,9268,39.935063611,-82.831841944
FAA,9267,39.958027778,-83.021594444
FAA,9266,39.976183333,-82.843794444
FAA,9265,40.085,-83.068333333
FAA,9264,39.955341944,-82.997127222
FAA,9263,39.960583333,-82.991475
FAA,9262,40.010619722,-83.018795
FAA,9261,39.959786111,-83.044073611
FAA,9260,39.963333333,-83.060833333
FAA,9259,39.971452778,-83.027127778
FAA,9258,40.862219444,-80.697472222
FAA,9257,40.48025,-84.638625
FAA,9256,41.284166667,-82.970277778
FAA,9255,41.506036111,-81.605233333
FAA,9254,41.495936111,-81.674772222
FAA,9253,41.460633528,-81.697631139
FAA,9252,41.354219444,-81.708184722
FAA,9251,41.550050278,-81.5665125
FAA,9250,41.500616667,-81.622075
FAA,9249,41.471996389,-81.619571111
FAA,9248,41.448105556,-81.779022778
FAA,9247,39.137281389,-84.502720556
FAA,9246,39.206111111,-84.38
FAA,9245,39.0855,-84.350197222
FAA,9244,39.12256,-84.409940278
FAA,9243,39.2525,-84.331666667
FAA,9242,39.203055556,-84.670558333
